parameter_id,frequency_band,pair,average_pairwise_net
P1_H10_S1,short_term,ai_electricity,0.17963667035551564
P1_H10_S1,short_term,ai_coal,1.3550539441617866
P1_H10_S1,short_term,ai_gas,1.3572418183186818
P1_H10_S1,short_term,ai_wti,-0.21430137948570882
P1_H10_S1,short_term,ai_gold,1.2908395349774653
P1_H10_S1,medium_term,ai_electricity,0.663655715280282
P1_H10_S1,medium_term,ai_coal,-0.2928496536271593
P1_H10_S1,medium_term,ai_gas,1.485593108743475
P1_H10_S1,medium_term,ai_wti,2.268962796169933
P1_H10_S1,medium_term,ai_gold,1.9213563454339937
P1_H10_S1,long_term,ai_electricity,0.7098124032848365
P1_H10_S1,long_term,ai_coal,-0.8668825531832091
P1_H10_S1,long_term,ai_gas,1.4865462715289584
P1_H10_S1,long_term,ai_wti,2.4951174925802753
P1_H10_S1,long_term,ai_gold,2.0055290120715483
P1_H10_S2,short_term,ai_electricity,0.29374688619320083
P1_H10_S2,short_term,ai_coal,1.0682047839165103
P1_H10_S2,short_term,ai_gas,1.4261944832829347
P1_H10_S2,short_term,ai_wti,0.39023390499819866
P1_H10_S2,short_term,ai_gold,1.4328587316940924
P1_H10_S2,medium_term,ai_electricity,0.6919168076338957
P1_H10_S2,medium_term,ai_coal,-0.6523338733007228
P1_H10_S2,medium_term,ai_gas,1.481869774189306
P1_H10_S2,medium_term,ai_wti,2.443666269932399
P1_H10_S2,medium_term,ai_gold,1.994554451796228
P1_H10_S2,long_term,ai_electricity,0.7111784624690463
P1_H10_S2,long_term,ai_coal,-0.9012419083091121
P1_H10_S2,long_term,ai_gas,1.4869382628998868
P1_H10_S2,long_term,ai_wti,2.4977206002717525
P1_H10_S2,long_term,ai_gold,2.0046300549649754
P1_H10_S3,short_term,ai_electricity,0.2518775176686678
P1_H10_S3,short_term,ai_coal,1.1988173442087728
P1_H10_S3,short_term,ai_gas,1.4004587215753694
P1_H10_S3,short_term,ai_wti,0.14357029654297898
P1_H10_S3,short_term,ai_gold,1.370918532648074
P1_H10_S3,medium_term,ai_electricity,0.6765045801002019
P1_H10_S3,medium_term,ai_coal,-0.4764120863038567
P1_H10_S3,medium_term,ai_gas,1.480672959471637
P1_H10_S3,medium_term,ai_wti,2.372209375882368
P1_H10_S3,medium_term,ai_gold,1.9659873883881458
P1_H10_S3,long_term,ai_electricity,0.7100868632919125
P1_H10_S3,long_term,ai_coal,-0.8722157766804384
P1_H10_S3,long_term,ai_gas,1.4866356401260958
P1_H10_S3,long_term,ai_wti,2.4957575381301838
P1_H10_S3,long_term,ai_gold,2.005449556028274
P1_H20_S1,short_term,ai_electricity,0.17963667035551564
P1_H20_S1,short_term,ai_coal,1.3550539441617866
P1_H20_S1,short_term,ai_gas,1.3572418183186818
P1_H20_S1,short_term,ai_wti,-0.21430137948570882
P1_H20_S1,short_term,ai_gold,1.2908395349774653
P1_H20_S1,medium_term,ai_electricity,0.663655715280282
P1_H20_S1,medium_term,ai_coal,-0.2928496536271593
P1_H20_S1,medium_term,ai_gas,1.485593108743475
P1_H20_S1,medium_term,ai_wti,2.268962796169933
P1_H20_S1,medium_term,ai_gold,1.9213563454339937
P1_H20_S1,long_term,ai_electricity,0.7098124032848365
P1_H20_S1,long_term,ai_coal,-0.8668825531832091
P1_H20_S1,long_term,ai_gas,1.4865462715289584
P1_H20_S1,long_term,ai_wti,2.4951174925802753
P1_H20_S1,long_term,ai_gold,2.0055290120715483
P1_H20_S2,short_term,ai_electricity,0.29374688619320083
P1_H20_S2,short_term,ai_coal,1.0682047839165103
P1_H20_S2,short_term,ai_gas,1.4261944832829347
P1_H20_S2,short_term,ai_wti,0.39023390499819866
P1_H20_S2,short_term,ai_gold,1.4328587316940924
P1_H20_S2,medium_term,ai_electricity,0.6919168076338957
P1_H20_S2,medium_term,ai_coal,-0.6523338733007228
P1_H20_S2,medium_term,ai_gas,1.481869774189306
P1_H20_S2,medium_term,ai_wti,2.443666269932399
P1_H20_S2,medium_term,ai_gold,1.994554451796228
P1_H20_S2,long_term,ai_electricity,0.7111784624690463
P1_H20_S2,long_term,ai_coal,-0.9012419083091121
P1_H20_S2,long_term,ai_gas,1.4869382628998868
P1_H20_S2,long_term,ai_wti,2.4977206002717525
P1_H20_S2,long_term,ai_gold,2.0046300549649754
P1_H20_S3,short_term,ai_electricity,0.2518775176686678
P1_H20_S3,short_term,ai_coal,1.1988173442087728
P1_H20_S3,short_term,ai_gas,1.4004587215753694
P1_H20_S3,short_term,ai_wti,0.14357029654297898
P1_H20_S3,short_term,ai_gold,1.370918532648074
P1_H20_S3,medium_term,ai_electricity,0.6765045801002019
P1_H20_S3,medium_term,ai_coal,-0.4764120863038567
P1_H20_S3,medium_term,ai_gas,1.480672959471637
P1_H20_S3,medium_term,ai_wti,2.372209375882368
P1_H20_S3,medium_term,ai_gold,1.9659873883881458
P1_H20_S3,long_term,ai_electricity,0.7100868632919125
P1_H20_S3,long_term,ai_coal,-0.8722157766804384
P1_H20_S3,long_term,ai_gas,1.4866356401260958
P1_H20_S3,long_term,ai_wti,2.4957575381301838
P1_H20_S3,long_term,ai_gold,2.005449556028274
P2_H10_S1,short_term,ai_electricity,0.35355194837469034
P2_H10_S1,short_term,ai_coal,1.7155485434726232
P2_H10_S1,short_term,ai_gas,0.6843950642230299
P2_H10_S1,short_term,ai_wti,-0.6262619549207362
P2_H10_S1,short_term,ai_gold,0.6650953378491221
P2_H10_S1,medium_term,ai_electricity,0.0772581761362392
P2_H10_S1,medium_term,ai_coal,0.002135398649451393
P2_H10_S1,medium_term,ai_gas,1.6915348751113977
P2_H10_S1,medium_term,ai_wti,2.4436997427749856
P2_H10_S1,medium_term,ai_gold,2.725776522019094
P2_H10_S1,long_term,ai_electricity,0.25616528640509695
P2_H10_S1,long_term,ai_coal,1.7607629305420414
P2_H10_S1,long_term,ai_gas,2.1493365329280616
P2_H10_S1,long_term,ai_wti,4.066667618264279
P2_H10_S1,long_term,ai_gold,3.531012525777554
P2_H10_S2,short_term,ai_electricity,0.30304028655604415
P2_H10_S2,short_term,ai_coal,1.111498519211989
P2_H10_S2,short_term,ai_gas,0.911762342481911
P2_H10_S2,short_term,ai_wti,-0.05994716145047445
P2_H10_S2,short_term,ai_gold,1.0445120394210103
P2_H10_S2,medium_term,ai_electricity,0.14727338385916475
P2_H10_S2,medium_term,ai_coal,1.124439483912225
P2_H10_S2,medium_term,ai_gas,1.9595420002047477
P2_H10_S2,medium_term,ai_wti,3.4862137514006593
P2_H10_S2,medium_term,ai_gold,3.369806854009183
P2_H10_S2,long_term,ai_electricity,0.26098565413901226
P2_H10_S2,long_term,ai_coal,1.8434206143433365
P2_H10_S2,long_term,ai_gas,2.1590074313891736
P2_H10_S2,long_term,ai_wti,4.15145570094294
P2_H10_S2,long_term,ai_gold,3.52569515582066
P2_H10_S3,short_term,ai_electricity,0.3434105195190358
P2_H10_S3,short_term,ai_coal,1.268640077100088
P2_H10_S3,short_term,ai_gas,0.8015674927875212
P2_H10_S3,short_term,ai_wti,-0.3561986877461713
P2_H10_S3,short_term,ai_gold,0.8301119129640063
P2_H10_S3,medium_term,ai_electricity,0.0694577538991529
P2_H10_S3,medium_term,ai_coal,0.5437998963732246
P2_H10_S3,medium_term,ai_gas,1.778168587600715
P2_H10_S3,medium_term,ai_wti,2.968933375140627
P2_H10_S3,medium_term,ai_gold,3.0779914500812278
P2_H10_S3,long_term,ai_electricity,0.25778635799763466
P2_H10_S3,long_term,ai_coal,1.7740972105829476
P2_H10_S3,long_term,ai_gas,2.1516736997804258
P2_H10_S3,long_term,ai_wti,4.079931021855667
P2_H10_S3,long_term,ai_gold,3.531094838401731
P2_H20_S1,short_term,ai_electricity,0.35355194837469034
P2_H20_S1,short_term,ai_coal,1.7155485434726232
P2_H20_S1,short_term,ai_gas,0.6843950642230299
P2_H20_S1,short_term,ai_wti,-0.6262619549207362
P2_H20_S1,short_term,ai_gold,0.6650953378491221
P2_H20_S1,medium_term,ai_electricity,0.0772581761362392
P2_H20_S1,medium_term,ai_coal,0.002135398649451393
P2_H20_S1,medium_term,ai_gas,1.6915348751113977
P2_H20_S1,medium_term,ai_wti,2.4436997427749856
P2_H20_S1,medium_term,ai_gold,2.725776522019094
P2_H20_S1,long_term,ai_electricity,0.25616528640509695
P2_H20_S1,long_term,ai_coal,1.7607629305420414
P2_H20_S1,long_term,ai_gas,2.1493365329280616
P2_H20_S1,long_term,ai_wti,4.066667618264279
P2_H20_S1,long_term,ai_gold,3.531012525777554
P2_H20_S2,short_term,ai_electricity,0.30304028655604415
P2_H20_S2,short_term,ai_coal,1.111498519211989
P2_H20_S2,short_term,ai_gas,0.911762342481911
P2_H20_S2,short_term,ai_wti,-0.05994716145047445
P2_H20_S2,short_term,ai_gold,1.0445120394210103
P2_H20_S2,medium_term,ai_electricity,0.14727338385916475
P2_H20_S2,medium_term,ai_coal,1.124439483912225
P2_H20_S2,medium_term,ai_gas,1.9595420002047477
P2_H20_S2,medium_term,ai_wti,3.4862137514006593
P2_H20_S2,medium_term,ai_gold,3.369806854009183
P2_H20_S2,long_term,ai_electricity,0.26098565413901226
P2_H20_S2,long_term,ai_coal,1.8434206143433365
P2_H20_S2,long_term,ai_gas,2.1590074313891736
P2_H20_S2,long_term,ai_wti,4.15145570094294
P2_H20_S2,long_term,ai_gold,3.52569515582066
P2_H20_S3,short_term,ai_electricity,0.3434105195190358
P2_H20_S3,short_term,ai_coal,1.268640077100088
P2_H20_S3,short_term,ai_gas,0.8015674927875212
P2_H20_S3,short_term,ai_wti,-0.3561986877461713
P2_H20_S3,short_term,ai_gold,0.8301119129640063
P2_H20_S3,medium_term,ai_electricity,0.0694577538991529
P2_H20_S3,medium_term,ai_coal,0.5437998963732246
P2_H20_S3,medium_term,ai_gas,1.778168587600715
P2_H20_S3,medium_term,ai_wti,2.968933375140627
P2_H20_S3,medium_term,ai_gold,3.0779914500812278
P2_H20_S3,long_term,ai_electricity,0.25778635799763466
P2_H20_S3,long_term,ai_coal,1.7740972105829476
P2_H20_S3,long_term,ai_gas,2.1516736997804258
P2_H20_S3,long_term,ai_wti,4.079931021855667
P2_H20_S3,long_term,ai_gold,3.531094838401731
P3_H10_S1,short_term,ai_electricity,-0.18717470749312468
P3_H10_S1,short_term,ai_coal,1.1557253988183076
P3_H10_S1,short_term,ai_gas,0.44809551988693297
P3_H10_S1,short_term,ai_wti,-1.1751820591928557
P3_H10_S1,short_term,ai_gold,0.33812975323582395
P3_H10_S1,medium_term,ai_electricity,-0.6037615067410134
P3_H10_S1,medium_term,ai_coal,-0.5575132505170699
P3_H10_S1,medium_term,ai_gas,1.7031873964264155
P3_H10_S1,medium_term,ai_wti,2.4505237805916913
P3_H10_S1,medium_term,ai_gold,2.4006941093702436
P3_H10_S1,long_term,ai_electricity,1.5105579886189195
P3_H10_S1,long_term,ai_coal,2.5194194474857747
P3_H10_S1,long_term,ai_gas,2.0185859987882253
P3_H10_S1,long_term,ai_wti,3.050856730333073
P3_H10_S1,long_term,ai_gold,2.6048488408871067
P3_H10_S2,short_term,ai_electricity,-0.49937916298492024
P3_H10_S2,short_term,ai_coal,0.3532252750987903
P3_H10_S2,short_term,ai_gas,0.6922399970476625
P3_H10_S2,short_term,ai_wti,-0.444551372139644
P3_H10_S2,short_term,ai_gold,0.7617564564832053
P3_H10_S2,medium_term,ai_electricity,0.7695667312073995
P3_H10_S2,medium_term,ai_coal,1.6521304098813192
P3_H10_S2,medium_term,ai_gas,1.9788984640344027
P3_H10_S2,medium_term,ai_wti,3.0042589515843336
P3_H10_S2,medium_term,ai_gold,2.7187038636681677
P3_H10_S2,long_term,ai_electricity,1.6259597262776826
P3_H10_S2,long_term,ai_coal,2.5824049021229
P3_H10_S2,long_term,ai_gas,1.9981486814627996
P3_H10_S2,long_term,ai_wti,3.044589799203034
P3_H10_S2,long_term,ai_gold,2.554193294693321
P3_H10_S3,short_term,ai_electricity,-0.4058548587206671
P3_H10_S3,short_term,ai_coal,0.5526710363372199
P3_H10_S3,short_term,ai_gas,0.5626789389410299
P3_H10_S3,short_term,ai_wti,-0.8293578474133055
P3_H10_S3,short_term,ai_gold,0.5551774373309188
P3_H10_S3,medium_term,ai_electricity,0.08124792637824761
P3_H10_S3,medium_term,ai_coal,0.5462601675020229
P3_H10_S3,medium_term,ai_gas,1.8424248226348694
P3_H10_S3,medium_term,ai_wti,2.8376248990406943
P3_H10_S3,medium_term,ai_gold,2.567557505391945
P3_H10_S3,long_term,ai_electricity,1.5276821764035273
P3_H10_S3,long_term,ai_coal,2.5336332806026194
P3_H10_S3,long_term,ai_gas,2.015736680779798
P3_H10_S3,long_term,ai_wti,3.0511296824071605
P3_H10_S3,long_term,ai_gold,2.5988608901097305
P3_H20_S1,short_term,ai_electricity,-0.18717470749312468
P3_H20_S1,short_term,ai_coal,1.1557253988183076
P3_H20_S1,short_term,ai_gas,0.44809551988693297
P3_H20_S1,short_term,ai_wti,-1.1751820591928557
P3_H20_S1,short_term,ai_gold,0.33812975323582395
P3_H20_S1,medium_term,ai_electricity,-0.6037615067410134
P3_H20_S1,medium_term,ai_coal,-0.5575132505170699
P3_H20_S1,medium_term,ai_gas,1.7031873964264155
P3_H20_S1,medium_term,ai_wti,2.4505237805916913
P3_H20_S1,medium_term,ai_gold,2.4006941093702436
P3_H20_S1,long_term,ai_electricity,1.5105579886189195
P3_H20_S1,long_term,ai_coal,2.5194194474857747
P3_H20_S1,long_term,ai_gas,2.0185859987882253
P3_H20_S1,long_term,ai_wti,3.050856730333073
P3_H20_S1,long_term,ai_gold,2.6048488408871067
P3_H20_S2,short_term,ai_electricity,-0.49937916298492024
P3_H20_S2,short_term,ai_coal,0.3532252750987903
P3_H20_S2,short_term,ai_gas,0.6922399970476625
P3_H20_S2,short_term,ai_wti,-0.444551372139644
P3_H20_S2,short_term,ai_gold,0.7617564564832053
P3_H20_S2,medium_term,ai_electricity,0.7695667312073995
P3_H20_S2,medium_term,ai_coal,1.6521304098813192
P3_H20_S2,medium_term,ai_gas,1.9788984640344027
P3_H20_S2,medium_term,ai_wti,3.0042589515843336
P3_H20_S2,medium_term,ai_gold,2.7187038636681677
P3_H20_S2,long_term,ai_electricity,1.6259597262776826
P3_H20_S2,long_term,ai_coal,2.5824049021229
P3_H20_S2,long_term,ai_gas,1.9981486814627996
P3_H20_S2,long_term,ai_wti,3.044589799203034
P3_H20_S2,long_term,ai_gold,2.554193294693321
P3_H20_S3,short_term,ai_electricity,-0.4058548587206671
P3_H20_S3,short_term,ai_coal,0.5526710363372199
P3_H20_S3,short_term,ai_gas,0.5626789389410299
P3_H20_S3,short_term,ai_wti,-0.8293578474133055
P3_H20_S3,short_term,ai_gold,0.5551774373309188
P3_H20_S3,medium_term,ai_electricity,0.08124792637824761
P3_H20_S3,medium_term,ai_coal,0.5462601675020229
P3_H20_S3,medium_term,ai_gas,1.8424248226348694
P3_H20_S3,medium_term,ai_wti,2.8376248990406943
P3_H20_S3,medium_term,ai_gold,2.567557505391945
P3_H20_S3,long_term,ai_electricity,1.5276821764035273
P3_H20_S3,long_term,ai_coal,2.5336332806026194
P3_H20_S3,long_term,ai_gas,2.015736680779798
P3_H20_S3,long_term,ai_wti,3.0511296824071605
P3_H20_S3,long_term,ai_gold,2.5988608901097305
